_id,operator_registration_number,address,unit,postal_code,property_type,ward_number,ward_name,address_for_geocode,location,latitude,longitude,coordinates
4334413,STR-2311-HFRBHW,45 Allen Ave,,M4M,Single/Semi-detached House,14,Toronto-Danforth,"45 Allen Ave, Toronto, ON, Canada","45, Allen Avenue, South Riverdale, Toronto—Danforth, Toronto, Golden Horseshoe, Ontario, M4M 1R4, Canada",43.66338675,-79.3497374,
4334414,STR-2311-HWDBHY,73 Forest Grove Dr,,M2K,Single/Semi-detached House,17,Don Valley North,"73 Forest Grove Dr, Toronto, ON, Canada","73, Forest Grove Drive, Bayview Village, Don Valley North, North York, Toronto, Golden Horseshoe, Ontario, M2J 2P9, Canada",43.77974822547485,-79.37473735,
4334415,STR-2311-GXZPHV,36 Zorra St,2706,M8Z,Condominium,3,Etobicoke-Lakeshore,"36 Zorra St, Toronto, ON, Canada","36, Zorra Street, Etobicoke City Centre, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8Z 1R6, Canada",43.6197444,-79.52177825,
4334416,STR-2311-HGGPHW,21 Iceboat Ter,2006,M5V,Condominium,10,Spadina-Fort York,"21 Iceboat Ter, Toronto, ON, Canada","Parade, 21, Iceboat Terrace, Harbourfront-CityPlace, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 4A7, Canada",43.64030885,-79.3974474,
4334417,STR-2311-HPMPHX,49 Trehorne Dr,,M9P,Single/Semi-detached House,2,Etobicoke Centre,"49 Trehorne Dr, Toronto, ON, Canada","49, Trehorne Drive, Willowridge-Martingrove-Richview, Etobicoke Centre, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9P 1N8, Canada",43.6898251,-79.5341905,
4334418,STR-2311-FZXBHR,55 Bremner Blvd,2402,M5J,Condominium,10,Spadina-Fort York,"55 Bremner Blvd, Toronto, ON, Canada","Maple Leaf Square South, 55, Bremner Boulevard, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 2V5, Canada",43.64226615,-79.38077015,
4334419,STR-2311-HQDBHX,78 Carr St,5,M5T,Condominium,10,Spadina-Fort York,"78 Carr St, Toronto, ON, Canada","78, Carr Street, Alexandra Park, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5T 2P3, Canada",43.64967205,-79.40399016,
4334420,STR-2311-GRZPHT,477 Richmond St W,303,M5V,Condominium,10,Spadina-Fort York,"477 Richmond St W, Toronto, ON, Canada","Soho Lofts, 477, Richmond Street West, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 3G9, Canada",43.64736885,-79.39821315,
4334421,STR-2311-GZGPHV,14 York St,4208,M5J,Condominium,10,Spadina-Fort York,"14 York St, Toronto, ON, Canada","Ice II, 14, York Street, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 0A3, Canada",43.64203655,-79.38161469,
4334422,STR-2311-GZXBHV,70 Simpson Ave,,M4K,Single/Semi-detached House,14,Toronto-Danforth,"70 Simpson Ave, Toronto, ON, Canada","70, Simpson Avenue, North Riverdale, Toronto—Danforth, Toronto, Golden Horseshoe, Ontario, M4M 1Y4, Canada",43.66704312692308,-79.34981931,
4334423,STR-2311-HRKBHX,2 Patrick Blvd,,M2J,Single/Semi-detached House,17,Don Valley North,"2 Patrick Blvd, Toronto, ON, Canada","2, Patrick Boulevard, Pleasant View, Don Valley North, North York, Toronto, Golden Horseshoe, Ontario, M2J 4Y1, Canada",43.7763116,-79.3312529,
4334424,STR-2311-FFBVHP,155 Yorkville Ave,2304,M5R,Apartment,11,University-Rosedale,"155 Yorkville Ave, Toronto, ON, Canada","Yorkville Plaza, 155, Yorkville Avenue, Annex, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M5R 0B4, Canada",43.67025235,-79.39431806,
4334425,STR-2311-FMHVHQ,57 Crawford St,,M6J,Single/Semi-detached House,10,Spadina-Fort York,"57 Crawford St, Toronto, ON, Canada","57, Crawford Street, West Queen West, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M6J 2S9, Canada",43.64328,-79.41429132,
4334426,STR-2311-FVPVHR,151 Dan Leckie Way,356,M5V,Condominium,10,Spadina-Fort York,"151 Dan Leckie Way, Toronto, ON, Canada","151, Dan Leckie Way, Harbourfront-CityPlace, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 4A7, Canada",43.639821,-79.39777437,
4334427,STR-2311-GTHVHV,275 Manse Rd,94,M1E,Townhouse/ Row House,25,Scarborough-Rouge Park,"275 Manse Rd, Toronto, ON, Canada","275, Manse Road, West Hill, Scarborough—Rouge Park, Scarborough, Toronto, Golden Horseshoe, Ontario, M1E 3V4, Canada",43.7670459,-79.1746304,
4334428,STR-2311-GTYHHV,151 Dan Leckie Way,1008,M5V,Condominium,10,Spadina-Fort York,"151 Dan Leckie Way, Toronto, ON, Canada","151, Dan Leckie Way, Harbourfront-CityPlace, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 4A7, Canada",43.639821,-79.39777437,
4334429,STR-2311-HCFHHW,411 Craven Rd,1,M4L,Single/Semi-detached House,14,Toronto-Danforth,"411 Craven Rd, Toronto, ON, Canada","411, Craven Road, Greenwood-Coxwell, Toronto—Danforth, Toronto, Golden Horseshoe, Ontario, M4L 3B2, Canada",43.67136364085618,-79.32064189,
4334430,STR-2311-HSSHHY,6 Prince Hal Cres,,M1T,Single/Semi-detached House,22,Scarborough-Agincourt,"6 Prince Hal Cres, Toronto, ON, Canada","6, Prince Hal Crescent, Tam O'Shanter-Sullivan, Scarborough—Agincourt, Scarborough, Toronto, Golden Horseshoe, Ontario, M1T 2Z3, Canada",43.7911114,-79.2976684,
4334431,STR-2311-FWVVHR,783 Sammon Ave,,M4C,Single/Semi-detached House,19,Beaches-East York,"783 Sammon Ave, Toronto, ON, Canada","783, Sammon Avenue, Danforth East York, Beaches—East York, East York, Toronto, Golden Horseshoe, Ontario, M4C 3E7, Canada",43.69025027058824,-79.31820512,
4334432,STR-2311-GVPVHV,214 Sixth St,,M8V,Single/Semi-detached House,3,Etobicoke-Lakeshore,"214 Sixth St, Toronto, ON, Canada","214, Sixth Street, New Toronto, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8V 3W7, Canada",43.604263912820514,-79.50563807,
4334433,STR-2311-HTHVHY,124 Van Horne Ave,1,M2J,Single/Semi-detached House,17,Don Valley North,"124 Van Horne Ave, Toronto, ON, Canada","124, Van Horne Avenue, Don Valley Village, Don Valley North, North York, Toronto, Golden Horseshoe, Ontario, M2J 2S8, Canada",43.78573734521408,-79.35770152,
4334434,STR-2311-FQFHHQ,10 Meadowglen Pl,202,M1G,Condominium,24,Scarborough-Guildwood,"10 Meadowglen Pl, Toronto, ON, Canada","Meadowglen Place, Golfdale-Cedarbrae-Woburn, Scarborough—Guildwood, Scarborough, Toronto, Golden Horseshoe, Ontario, M1H 3B7, Canada",43.77450089197048,-79.22948107,
4334435,STR-2312-GFSHHS,151 Dan Leckie Way,735,M5V,Condominium,10,Spadina-Fort York,"151 Dan Leckie Way, Toronto, ON, Canada","151, Dan Leckie Way, Harbourfront-CityPlace, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 4A7, Canada",43.639821,-79.39777437,
4334436,STR-2312-HTYHHY,40 Leitch Ave,,M3J,Single/Semi-detached House,7,Humber River-Black Creek,"40 Leitch Ave, Toronto, ON, Canada","40, Leitch Avenue, York University Heights, Humber River—Black Creek, North York, Toronto, Golden Horseshoe, Ontario, M3J 2S5, Canada",43.7673426,-79.4968541,
4334437,STR-2312-FHPVHP,859 The Queensway,526,M8Z,Condominium,3,Etobicoke-Lakeshore,"859 The Queensway, Toronto, ON, Canada","859, The Queensway, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8Z 1N7, Canada",43.624216700000005,-79.51028383,
4334438,STR-2312-FQVVHQ,387 Willard Ave,2,M6S,Single/Semi-detached House,4,Parkdale-High Park,"387 Willard Ave, Toronto, ON, Canada","Willard Avenue, Runnymede-Bloor West Village, Parkdale—High Park, Toronto, Golden Horseshoe, Ontario, M6S, Canada",43.65097866399154,-79.48215763,
4334439,STR-2312-FYBVHR,250 Wellington St W,933,M5V,Condominium,10,Spadina-Fort York,"250 Wellington St W, Toronto, ON, Canada","The Icon II, 250, Wellington Street West, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 3P6, Canada",43.6452451,-79.39036387,
4334440,STR-2312-GWVVHV,111 Virginia Ave,,M4C,Single/Semi-detached House,19,Beaches-East York,"111 Virginia Ave, Toronto, ON, Canada","111, Virginia Avenue, Danforth East York, Beaches—East York, East York, Toronto, Golden Horseshoe, Ontario, M4C 2V2, Canada",43.694914789473685,-79.32026215,
4334441,STR-2312-JCVVHZ,2 Anndale Dr,1802,M2N,Condominium,18,Willowdale,"2 Anndale Dr, Toronto, ON, Canada","2, Anndale Drive, Avondale, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 5M5, Canada",43.76051805,-79.41021894,
4334442,STR-2312-FJFHHP,145 Blackthorn Ave,,M6N,Single/Semi-detached House,9,Davenport,"145 Blackthorn Ave, Toronto, ON, Canada","145, Blackthorn Avenue, Weston-Pelham Park, Davenport, Toronto, Golden Horseshoe, Ontario, M6N, Canada",43.67766802866331,-79.45986389,
4334443,STR-2312-FYSHHR,65 Bremner Blvd,3311,M5J,Condominium,10,Spadina-Fort York,"65 Bremner Blvd, Toronto, ON, Canada","Maple Leaf Square North, 65, Bremner Boulevard, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 0A7, Canada",43.6427942,-79.38058501,
4334444,STR-2312-GXLHHV,151 Dan Leckie Way,2205,M5V,Condominium,10,Spadina-Fort York,"151 Dan Leckie Way, Toronto, ON, Canada","151, Dan Leckie Way, Harbourfront-CityPlace, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 4A7, Canada",43.639821,-79.39777437,
4334445,STR-2312-HMYHHX,68 Zezel Way,,M1P,Townhouse/ Row House,21,Scarborough Centre,"68 Zezel Way, Toronto, ON, Canada","68, Zezel Way, Dorset Park, Scarborough Centre, Scarborough, Toronto, Golden Horseshoe, Ontario, M1P 5G2, Canada",43.76644298,-79.2755338,
4334446,STR-2312-HWFHHY,802 Coxwell Ave,,M4C,Single/Semi-detached House,14,Toronto-Danforth,"802 Coxwell Ave, Toronto, ON, Canada","802, Coxwell Avenue, Danforth East York, Beaches—East York, East York, Toronto, Golden Horseshoe, Ontario, M4C 3C9, Canada",43.68762305041812,-79.32559427,
4334447,STR-2312-HWVVHY,321 Mortimer Ave,,M4J,Single/Semi-detached House,14,Toronto-Danforth,"321 Mortimer Ave, Toronto, ON, Canada","321, Mortimer Avenue, Danforth East York, Toronto—Danforth, East York, Toronto, Golden Horseshoe, Ontario, M4J 3P8, Canada",43.687117945593606,-79.34125854,
4334448,STR-2312-GYSHHV,349C Royal York Rd,6,M8Y,Apartment,3,Etobicoke-Lakeshore,"349C Royal York Rd, Toronto, ON, Canada","Royal York Road, Stonegate-Queensway, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8Y 2T3, Canada",43.634097,-79.5058739,
4334449,STR-2312-HQFHHX,318 Richmond St W,704,M5V,Condominium,10,Spadina-Fort York,"318 Richmond St W, Toronto, ON, Canada","Picasso Condos, 318, Richmond Street West, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 3M6, Canada",43.6490681,-79.39207166,
4334450,STR-2312-FLBVHP,64 Scarboro Beach Blvd,Upper,M4E,Duplex/Triplex/Fourplex,19,Beaches-East York,"64 Scarboro Beach Blvd, Toronto, ON, Canada","64, Scarboro Beach Boulevard, The Beaches, Beaches—East York, Toronto, Golden Horseshoe, Ontario, M4E 2X2, Canada",43.6698091,-79.29297293,
4334451,STR-2312-FTHVHQ,251 Jarvis St,1514,M5B,Condominium,13,Toronto Centre,"251 Jarvis St, Toronto, ON, Canada","251, Jarvis Street, Moss Park, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5B 2L1, Canada",43.65754623404256,-79.37461538,
4334452,STR-2312-GBPVHR,270 Wellington St W,1105,M5V,Condominium,10,Spadina-Fort York,"270 Wellington St W, Toronto, ON, Canada","The Icon I, 270, Wellington Street West, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 3P5, Canada",43.6450516,-79.39129597,
4334453,STR-2312-GZHVHV,3 Brumwell St,,M1C,Single/Semi-detached House,25,Scarborough-Rouge Park,"3 Brumwell St, Toronto, ON, Canada","3, Brumwell Street, Centennial Scarborough, Scarborough—Rouge Park, Scarborough, Toronto, Golden Horseshoe, Ontario, M1C 2A2, Canada",43.78854057692308,-79.14747903,
4334454,STR-2312-FTYHHQ,215 Fort York Blvd,2601,M5V,Condominium,10,Spadina-Fort York,"215 Fort York Blvd, Toronto, ON, Canada","Neptune South, 215, Fort York Boulevard, Fort York-Liberty Village, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 4A2, Canada",43.63635565,-79.40481072,
4334455,STR-2312-GCFHHR,25 Sheldonbury Cres,,M1W,Single/Semi-detached House,22,Scarborough-Agincourt,"25 Sheldonbury Cres, Toronto, ON, Canada","25, Sheldonbury Crescent, L'Amoreaux West, Scarborough—Agincourt, Scarborough, Toronto, Golden Horseshoe, Ontario, M1W 1L7, Canada",43.787245247660366,-79.31758375,
4334456,STR-2402-FRLKVQ,955 Bay St,904,M5S,Condominium,13,Toronto Centre,"955 Bay St, Toronto, ON, Canada","955, Bay Street, Bay-Cloverhill, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5S 2S3, Canada",43.66455576470589,-79.38712488,
4334457,STR-2312-GZYHHV,21 Iceboat Ter,3115,M5V,Condominium,10,Spadina-Fort York,"21 Iceboat Ter, Toronto, ON, Canada","Parade, 21, Iceboat Terrace, Harbourfront-CityPlace, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 4A7, Canada",43.64030885,-79.3974474,
4334458,STR-2312-HJFHHW,409 Huron St,210,M5S,Apartment,11,University-Rosedale,"409 Huron St, Toronto, ON, Canada","409, Huron Street, University, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M5S 1J6, Canada",43.66659815,-79.40090759,
4334459,STR-2312-JGYHHZ,155 Yorkville Ave,1809,M5R,Condominium,11,University-Rosedale,"155 Yorkville Ave, Toronto, ON, Canada","Yorkville Plaza, 155, Yorkville Avenue, Annex, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M5R 0B4, Canada",43.67025235,-79.39431806,
4334460,STR-2312-FMKBHQ,77 Avenue Rd,511,M5R,Apartment,11,University-Rosedale,"77 Avenue Rd, Toronto, ON, Canada","77, Avenue Road, Annex, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M5R 3N8, Canada",43.6718908,-79.3952339,
4334461,STR-2312-GTKBHV,12 York St,5006,M5J,Condominium,10,Spadina-Fort York,"12 York St, Toronto, ON, Canada","Ice I, 12, York Street, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 0A3, Canada",43.64162765,-79.38203987,
4334462,STR-2312-GDMPHS,151 Dan Leckie Way,551,M5V,Condominium,10,Spadina-Fort York,"151 Dan Leckie Way, Toronto, ON, Canada","151, Dan Leckie Way, Harbourfront-CityPlace, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 4A7, Canada",43.639821,-79.39777437,
4334463,STR-2312-HKMPHX,300 Front St W,3206,M5V,Condominium,10,Spadina-Fort York,"300 Front St W, Toronto, ON, Canada","Three Hundred Front Street West, 300, Front Street West, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 3C7, Canada",43.6441606,-79.38940754,
4334464,STR-2312-FGKBHP,300 Front St W,1903,M5V,Condominium,10,Spadina-Fort York,"300 Front St W, Toronto, ON, Canada","Three Hundred Front Street West, 300, Front Street West, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 3C7, Canada",43.6441606,-79.38940754,
4334465,STR-2312-FWXBHR,221 Balliol St,1626,M4S,Apartment,12,Toronto-St. Paul's,"221 Balliol St, Toronto, ON, Canada","221, Balliol Street, South Eglinton-Davisville, Toronto—St. Paul's, Toronto, Golden Horseshoe, Ontario, M4S 1A9, Canada",43.698440700000006,-79.38937608,
4334466,STR-2312-GMKBHT,300 Front St W,3501,M5V,Condominium,10,Spadina-Fort York,"300 Front St W, Toronto, ON, Canada","Three Hundred Front Street West, 300, Front Street West, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 3C7, Canada",43.6441606,-79.38940754,
4334467,STR-2312-GVRBHV,8 Hazel Ave,,M4E,Single/Semi-detached House,19,Beaches-East York,"8 Hazel Ave, Toronto, ON, Canada","8, Hazel Avenue, The Beaches, Beaches—East York, Toronto, Golden Horseshoe, Ontario, M4E 1E9, Canada",43.6716265,-79.28888613,
4334468,STR-2312-HCXBHW,30 Shore Breeze Dr,228,M8V,Condominium,3,Etobicoke-Lakeshore,"30 Shore Breeze Dr, Toronto, ON, Canada","30, Shore Breeze Drive, Humber Bay Shores, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8V 1A2, Canada",43.623531,-79.4796874,
4334469,STR-2312-HLTPHX,14 York St,6705,M5J,Condominium,10,Spadina-Fort York,"14 York St, Toronto, ON, Canada","Ice II, 14, York Street, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 0A3, Canada",43.64203655,-79.38161469,
4334470,STR-2312-JCGPHZ,429 Shuter St,B,M5A,Townhouse/ Row House,13,Toronto Centre,"429 Shuter St, Toronto, ON, Canada","429-445, Shuter Street, Regent Park, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5A 3E7, Canada",43.6576952,-79.36096349,
4334471,STR-2312-FHRBHP,172 Angus Dr,B,M2J,Single/Semi-detached House,17,Don Valley North,"172 Angus Dr, Toronto, ON, Canada","172, Angus Drive, Don Valley Village, Don Valley North, North York, Toronto, Golden Horseshoe, Ontario, M2H 3N6, Canada",43.7896179,-79.3628995,
4334472,STR-2312-GPRBHT,219 Fort York Blvd,1912,M5V,Condominium,10,Spadina-Fort York,"219 Fort York Blvd, Toronto, ON, Canada","219, Fort York Boulevard, Fort York-Liberty Village, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 4A1, Canada",43.6367509,-79.4055001,
4334473,STR-2312-HFDBHW,215 Fort York Blvd,3310,M5V,Condominium,10,Spadina-Fort York,"215 Fort York Blvd, Toronto, ON, Canada","Neptune South, 215, Fort York Boulevard, Fort York-Liberty Village, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 4A2, Canada",43.63635565,-79.40481072,
4334474,STR-2312-JCXBHZ,66 Amelia St,3,M4X,Apartment,13,Toronto Centre,"66 Amelia St, Toronto, ON, Canada","66, Amelia Street, Cabbagetown-South St.James Town, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M4X 1P7, Canada",43.6678859,-79.3667645,
4334475,STR-2312-JDMPHZ,955 Bay St,1320,M5S,Condominium,13,Toronto Centre,"955 Bay St, Toronto, ON, Canada","955, Bay Street, Bay-Cloverhill, Toronto Centre, Toronto, Golden Horseshoe, Ontario, M5S 2S3, Canada",43.66455576470589,-79.38712488,
4334476,STR-2312-FSDBHQ,47 Newton Dr,,M2M,Single/Semi-detached House,18,Willowdale,"47 Newton Dr, Toronto, ON, Canada","47, Newton Drive, Newtonbrook East, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2M 3X2, Canada",43.7934805,-79.41530343,
4334477,STR-2312-GHRBHS,177 Holmes Ave,,M2N,Single/Semi-detached House,18,Willowdale,"177 Holmes Ave, Toronto, ON, Canada","177, Holmes Avenue, East Willowdale, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 5B1, Canada",43.78034208,-79.40218098,
4334478,STR-2312-HPRBHX,197 Ashworth Ave,,M6G,Single/Semi-detached House,12,Toronto-St. Paul's,"197 Ashworth Ave, Toronto, ON, Canada","197, Ashworth Avenue, Wychwood, Toronto—St. Paul's, Toronto, Golden Horseshoe, Ontario, M6G 2B4, Canada",43.6750267,-79.42073634,
4334479,STR-2312-GRMPHT,210 Victoria St,2711,M5B,Condominium,13,Toronto Centre,"210 Victoria St, Toronto, ON, Canada","Victoria Street, Mimico-Queensway, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8V 1M6, Canada",43.61869596,-79.48886299,
4334480,STR-2312-GSDBHT,14 York St,5804,M5J,Condominium,10,Spadina-Fort York,"14 York St, Toronto, ON, Canada","Ice II, 14, York Street, St Lawrence-East Bayfront-The Islands, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5J 0A3, Canada",43.64203655,-79.38161469,
4334481,STR-2312-FTZPHQ,54 Stephen Dr,A,M8Y,Duplex/Triplex/Fourplex,3,Etobicoke-Lakeshore,"54 Stephen Dr, Toronto, ON, Canada","54, Stephen Drive, Stonegate-Queensway, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8Y 1R8, Canada",43.6330395,-79.48564589,
4334482,STR-2312-GCGPHR,8 Charlotte St,1006,M5V,Condominium,10,Spadina-Fort York,"8 Charlotte St, Toronto, ON, Canada","8, Charlotte Street, Wellington Place, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M5V 0M6, Canada",43.6460896,-79.3938916,
4334483,STR-2312-GZZPHV,15 Chapman Ave,,M4B,Single/Semi-detached House,19,Beaches-East York,"15 Chapman Ave, Toronto, ON, Canada","15, Chapman Avenue, O'Connor-Parkview, Beaches—East York, East York, Toronto, Golden Horseshoe, Ontario, M4B 1C5, Canada",43.7001524,-79.301414,
4334484,STR-2312-HRMPHX,80 Western Battery Rd,1802,M6K,Condominium,10,Spadina-Fort York,"80 Western Battery Rd, Toronto, ON, Canada","80, Western Battery Road, Fort York-Liberty Village, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M6K 3R9, Canada",43.63961405,-79.4145513,
4334485,STR-2312-HYTPHY,33 Wycliffe Cres,,M2K,Single/Semi-detached House,17,Don Valley North,"33 Wycliffe Cres, Toronto, ON, Canada","33, Wycliffe Crescent, Bayview Village, Don Valley North, North York, Toronto, Golden Horseshoe, Ontario, M2K 1W4, Canada",43.775965117332376,-79.38789145,
4334486,STR-2312-JGZPHZ,26 Rolyat St,1,M6J,Duplex/Triplex/Fourplex,10,Spadina-Fort York,"26 Rolyat St, Toronto, ON, Canada","26, Rolyat Street, Trinity-Bellwoods, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M6H 1Y3, Canada",43.64871623,-79.4219503,
4334487,STR-2312-FWHXVR,90 Waterloo Ave,,M3H,Single/Semi-detached House,6,York Centre,"90 Waterloo Ave, Toronto, ON, Canada","90, Waterloo Avenue, Bathurst Manor, York Centre, North York, Toronto, Golden Horseshoe, Ontario, M3H 2T1, Canada",43.7586378,-79.4449489,
4334488,STR-2312-HBBXVW,12 Lacewood Cres,,M3A,Single/Semi-detached House,16,Don Valley East,"12 Lacewood Cres, Toronto, ON, Canada","12, Lacewood Crescent, Parkwoods-O'Connor Hills, Don Valley East, North York, Toronto, Golden Horseshoe, Ontario, M3A 3B7, Canada",43.74950865569786,-79.33647437,
4334489,STR-2312-HRPXVY,155 Yorkville Ave,501,M5R,Condominium,11,University-Rosedale,"155 Yorkville Ave, Toronto, ON, Canada","Yorkville Plaza, 155, Yorkville Avenue, Annex, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M5R 0B4, Canada",43.67025235,-79.39431806,
4334490,STR-2312-HYVXVZ,128 Angus Dr,,M2J,Single/Semi-detached House,17,Don Valley North,"128 Angus Dr, Toronto, ON, Canada","128, Angus Drive, Don Valley Village, Don Valley North, North York, Toronto, Golden Horseshoe, Ontario, M2H 3N6, Canada",43.7898546,-79.3655561,
4334491,STR-2312-FWYKVR,51 Chestnut Park Rd,,M4W,Single/Semi-detached House,11,University-Rosedale,"51 Chestnut Park Rd, Toronto, ON, Canada","51 Chestnut Park, Toronto, ON M4W 1V8",43.67968534084206,-79.38548165647545,"43.67968534084206, -79.38548165647545"
4334492,STR-2312-HLFKVX,314 Robert St,,M5S,Single/Semi-detached House,11,University-Rosedale,"314 Robert St, Toronto, ON, Canada","314, Robert Street, University, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M5S 1X1, Canada",43.6660316764706,-79.40531512,
4334493,STR-2312-HLVXVX,98 Lillian St,1412,M4S,Condominium,12,Toronto-St. Paul's,"98 Lillian St, Toronto, ON, Canada","Lillian Street, Newtonbrook East, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2M 3G1, Canada",43.79631667493964,-79.41038576,
4334494,STR-2312-FQYKVQ,9 Donald Ave,1,M6M,Apartment,5,York South-Weston,"9 Donald Ave, Toronto, ON, Canada","9, Donald Avenue, Keelesdale-Eglinton West, York South—Weston, York, Toronto, Golden Horseshoe, Ontario, M6M 3P1, Canada",43.68767186189388,-79.46453789,
4334495,STR-2312-FYFKVR,96 Hollywood Cres,,M4L,Single/Semi-detached House,19,Beaches-East York,"96 Hollywood Cres, Toronto, ON, Canada","96, Hollywood Crescent, Upper Beaches, Beaches—East York, East York, Toronto, Golden Horseshoe, Ontario, M4L 2B3, Canada",43.67892009961035,-79.31537211,
4334496,STR-2312-GPSKVT,28 Havelock St,,M6H,Single/Semi-detached House,9,Davenport,"28 Havelock St, Toronto, ON, Canada","28, Havelock Street, Dufferin Grove, Davenport, Toronto, Golden Horseshoe, Ontario, M6H 1A7, Canada",43.65401815833333,-79.43006932,
4334497,STR-2312-HVSKVY,7 West Lynn Ave,A,M4C,Single/Semi-detached House,19,Beaches-East York,"7 West Lynn Ave, Toronto, ON, Canada","7, West Lynn Avenue, Woodbine Corridor, Beaches—East York, East York, Toronto, Golden Horseshoe, Ontario, M4C 1J4, Canada",43.68143138,-79.31525068,
4334498,STR-2312-GXPXVV,210 Victoria St,1816,M5B,Condominium,13,Toronto Centre,"210 Victoria St, Toronto, ON, Canada","Victoria Street, Mimico-Queensway, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8V 1M6, Canada",43.61869596,-79.48886299,
4334499,STR-2312-HWYKVY,181C De Grassi St,,M4M,Single/Semi-detached House,14,Toronto-Danforth,"181C De Grassi St, Toronto, ON, Canada","De Grassi Street, South Riverdale, Toronto—Danforth, Toronto, Golden Horseshoe, Ontario, M4M 1R4, Canada",43.66333215987967,-79.34728098,
4334500,STR-2312-GRPXVT,66 Edgewood Ave,4,M4L,Apartment,19,Beaches-East York,"66 Edgewood Ave, Toronto, ON, Canada","66, Edgewood Avenue, Woodbine Corridor, Beaches—East York, Toronto, Golden Horseshoe, Ontario, M4L 3G8, Canada",43.671809742857135,-79.3142253,
4334501,STR-2312-HQHXVX,63 Claremont St,1,M6J,Single/Semi-detached House,10,Spadina-Fort York,"63 Claremont St, Toronto, ON, Canada","63, Claremont Street, Trinity-Bellwoods, Spadina—Fort York, Toronto, Golden Horseshoe, Ontario, M6J 2K6, Canada",43.6481619,-79.4102664,
4334502,STR-2312-HXPXVY,11 Ovida Ave,,M9B,Single/Semi-detached House,3,Etobicoke-Lakeshore,"11 Ovida Ave, Toronto, ON, Canada","11, Ovida Avenue, Islington, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M9B 1B4, Canada",43.634895,-79.54321728,
